顧客ID,年齢層,居住地,年収,投資経験,リードソース,Webサイト閲覧深度,セミナー参加,問い合わせからの経過日数,投資目的,希望投資額,検討の時期,過去の接触回数,最終接触からの経過日数,高関心ページ閲覧フラグ,質問レベル,紹介フラグ,アンケート回答フラグ,既存賃貸物件所有フラグ,成約フラグ
A982,40代,東京都内,2000万~,経験なし,広告,5,1,101,税金対策,2000万~3000万,半年以内,6,60,1,普通,0,0,0,1
A983,50代以上,東京都内,~500万,経験なし,セミナー,1,0,60,その他,3000万~5000万,1年以内,7,32,1,基本,0,1,0,0
A984,30代,東京都内,800万~1200万,経験あり,紹介,4,1,180,年金対策,3000万~5000万,1年以内,5,80,0,普通,0,1,0,1
A985,30代,関東近郊,800万~1200万,経験あり,Web資料請求,3,0,86,家賃収入,3000万~5000万,未定/情報収集,4,33,0,詳細,0,1,0,1
A986,50代以上,その他地方,500万~800万,経験あり,紹介,1,1,89,家賃収入,2000万~3000万,未定/情報収集,7,55,1,基本,0,0,0,1
A987,30代,東京都内,1200万~2000万,経験なし,Web資料請求,1,1,21,資産形成,~2000万,1年以内,5,7,1,普通,0,0,0,0
A988,40代,東京都内,1200万~2000万,経験なし,Web資料請求,4,0,78,税金対策,3000万~5000万,1年以内,5,46,0,詳細,0,0,0,0
A989,40代,関東近郊,500万~800万,経験なし,紹介,5,0,34,年金対策,2000万~3000万,半年以内,8,9,0,普通,0,1,0,1
A990,30代,関東近郊,500万~800万,経験なし,広告,5,1,7,家賃収入,3000万~5000万,未定/情報収集,3,7,0,普通,0,0,0,0
A991,40代,東京都内,2000万~,経験あり,紹介,2,0,19,家賃収入,5000万~,1年以内,6,2,0,詳細,0,1,0,1
A992,30代,東京都内,500万~800万,経験なし,Web資料請求,4,0,54,家賃収入,2000万~3000万,3ヶ月以内,1,20,0,詳細,0,1,0,1
A993,30代,東京都内,800万~1200万,経験なし,セミナー,3,0,107,家賃収入,3000万~5000万,未定/情報収集,9,51,1,詳細,1,0,0,1
A994,40代,その他地方,800万~1200万,経験あり,セミナー,4,0,116,家賃収入,3000万~5000万,3ヶ月以内,9,76,0,詳細,0,1,0,1
A995,30代,東京都内,2000万~,経験なし,セミナー,5,0,102,その他,2000万~3000万,未定/情報収集,10,51,0,詳細,1,0,0,1
A996,30代,関東近郊,800万~1200万,経験なし,セミナー,5,0,145,税金対策,~2000万,半年以内,2,73,0,普通,0,0,0,0
A997,50代以上,東京都内,800万~1200万,経験なし,Web資料請求,1,1,5,資産形成,2000万~3000万,1年以内,9,2,1,詳細,1,1,0,1
A998,50代以上,東京都内,500万~800万,経験なし,Web資料請求,3,0,88,税金対策,3000万~5000万,1年以内,7,18,1,普通,0,0,0,0
A999,40代,関東近郊,1200万~2000万,経験なし,広告,1,1,33,年金対策,5000万~,1年以内,4,23,0,基本,0,1,0,0
A1000,50代以上,東京都内,800万~1200万,経験なし,Web資料請求,5,1,42,資産形成,3000万~5000万,3ヶ月以内,2,1,1,詳細,0,0,0,1
